Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,6/23/2024,2024,6,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/24/2024,2024,6,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/25/2024,2024,6,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/26/2024,2024,6,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/27/2024,2024,6,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/28/2024,2024,6,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/29/2024,2024,6,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,6/30/2024,2024,6,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/1/2024,2024,7,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/2/2024,2024,7,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/3/2024,2024,7,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/4/2024,2024,7,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/5/2024,2024,7,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/6/2024,2024,7,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/7/2024,2024,7,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/8/2024,2024,7,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/9/2024,2024,7,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/10/2024,2024,7,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/11/2024,2024,7,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/12/2024,2024,7,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/13/2024,2024,7,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/14/2024,2024,7,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/15/2024,2024,7,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/16/2024,2024,7,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/17/2024,2024,7,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/18/2024,2024,7,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/19/2024,2024,7,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/20/2024,2024,7,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/21/2024,2024,7,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/22/2024,2024,7,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/23/2024,2024,7,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/24/2024,2024,7,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/25/2024,2024,7,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/26/2024,2024,7,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/27/2024,2024,7,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/28/2024,2024,7,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/29/2024,2024,7,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/30/2024,2024,7,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,7/31/2024,2024,7,31,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/1/2024,2024,8,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/2/2024,2024,8,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/3/2024,2024,8,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/4/2024,2024,8,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/5/2024,2024,8,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/6/2024,2024,8,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/7/2024,2024,8,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/8/2024,2024,8,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/9/2024,2024,8,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/10/2024,2024,8,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/11/2024,2024,8,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/12/2024,2024,8,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/13/2024,2024,8,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/14/2024,2024,8,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/15/2024,2024,8,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/16/2024,2024,8,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/17/2024,2024,8,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/18/2024,2024,8,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/19/2024,2024,8,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/20/2024,2024,8,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/21/2024,2024,8,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/22/2024,2024,8,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/23/2024,2024,8,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/24/2024,2024,8,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/25/2024,2024,8,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/26/2024,2024,8,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/27/2024,2024,8,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/28/2024,2024,8,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/29/2024,2024,8,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/30/2024,2024,8,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,8/31/2024,2024,8,31,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/1/2024,2024,9,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/2/2024,2024,9,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/3/2024,2024,9,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/4/2024,2024,9,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/5/2024,2024,9,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/6/2024,2024,9,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/7/2024,2024,9,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/8/2024,2024,9,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/9/2024,2024,9,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/10/2024,2024,9,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/11/2024,2024,9,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/12/2024,2024,9,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/13/2024,2024,9,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/14/2024,2024,9,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/15/2024,2024,9,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/16/2024,2024,9,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/17/2024,2024,9,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/18/2024,2024,9,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/19/2024,2024,9,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/20/2024,2024,9,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/21/2024,2024,9,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/22/2024,2024,9,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/23/2024,2024,9,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/24/2024,2024,9,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/25/2024,2024,9,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/26/2024,2024,9,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/27/2024,2024,9,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/28/2024,2024,9,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/29/2024,2024,9,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,9/30/2024,2024,9,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/1/2024,2024,10,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/2/2024,2024,10,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/3/2024,2024,10,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/4/2024,2024,10,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/5/2024,2024,10,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/6/2024,2024,10,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/7/2024,2024,10,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/8/2024,2024,10,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/9/2024,2024,10,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/10/2024,2024,10,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/11/2024,2024,10,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/12/2024,2024,10,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/13/2024,2024,10,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/14/2024,2024,10,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/15/2024,2024,10,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/16/2024,2024,10,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/17/2024,2024,10,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/18/2024,2024,10,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/19/2024,2024,10,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/20/2024,2024,10,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/21/2024,2024,10,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/22/2024,2024,10,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/23/2024,2024,10,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/24/2024,2024,10,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/25/2024,2024,10,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/26/2024,2024,10,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/27/2024,2024,10,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/28/2024,2024,10,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/29/2024,2024,10,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/30/2024,2024,10,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,10/31/2024,2024,10,31,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/1/2024,2024,11,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/2/2024,2024,11,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/3/2024,2024,11,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/4/2024,2024,11,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/5/2024,2024,11,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/6/2024,2024,11,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/7/2024,2024,11,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/8/2024,2024,11,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/9/2024,2024,11,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/10/2024,2024,11,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/11/2024,2024,11,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/12/2024,2024,11,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/13/2024,2024,11,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/14/2024,2024,11,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/15/2024,2024,11,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/16/2024,2024,11,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/17/2024,2024,11,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/18/2024,2024,11,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/19/2024,2024,11,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/20/2024,2024,11,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/21/2024,2024,11,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/22/2024,2024,11,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/23/2024,2024,11,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/24/2024,2024,11,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/25/2024,2024,11,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/26/2024,2024,11,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/27/2024,2024,11,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/28/2024,2024,11,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/29/2024,2024,11,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,11/30/2024,2024,11,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/1/2024,2024,12,1,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/2/2024,2024,12,2,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/3/2024,2024,12,3,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/4/2024,2024,12,4,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/5/2024,2024,12,5,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/6/2024,2024,12,6,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/7/2024,2024,12,7,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/8/2024,2024,12,8,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/9/2024,2024,12,9,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/10/2024,2024,12,10,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/11/2024,2024,12,11,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/12/2024,2024,12,12,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/13/2024,2024,12,13,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/14/2024,2024,12,14,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/15/2024,2024,12,15,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/16/2024,2024,12,16,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/17/2024,2024,12,17,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/18/2024,2024,12,18,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/19/2024,2024,12,19,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/20/2024,2024,12,20,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/21/2024,2024,12,21,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/22/2024,2024,12,22,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/23/2024,2024,12,23,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/24/2024,2024,12,24,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/25/2024,2024,12,25,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/26/2024,2024,12,26,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/27/2024,2024,12,27,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/28/2024,2024,12,28,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/29/2024,2024,12,29,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/30/2024,2024,12,30,,,,,,,,,,,,,,,,,,,,,,,
-123.18,49.19,VANCOUVER INTL A,1108395,12/31/2024,2024,12,31,,,,,,,,,,,,,,,,,,,,,,,
